CID,SA,Zdc1,Zdc2,Zdc3,Zdc4,Zdc5,Zdc6,Zdc7,Zdc8,nAcid,nBase,SpDiam_A,VE1_A,VR2_A,VR3_A,nSpiro,nBridgehead,nS,nX,AATS1dv,AATS3dv,AATS5dv,AATS6dv,AATS7dv,AATS8dv,AATS2d,AATS4d,AATS5d,AATS6d,AATS8d,AATS1s,AATS2s,AATS4s,AATS5s,AATS6s,AATS8s,AATS1Z,AATS5m,AATS6m,AATS7m,AATS8m,AATS1v,AATS4v,AATS5se,AATS7se,AATS8se,AATS2are,AATS3are,AATS1p,AATS2p,AATS3p,AATS4p,AATS5p,AATS6p,AATS7p,AATS8p,AATS0i,AATS1i,AATS2i,AATS3i,AATS4i,AATS5i,AATS6i,AATS7i,AATS8i,ATSC2c,ATSC5c,ATSC8c,ATSC2dv,ATSC3dv,ATSC4dv,ATSC5dv,ATSC6dv,ATSC7dv,ATSC8dv,ATSC2d,ATSC3d,ATSC4d,ATSC5d,ATSC6d,ATSC7d,ATSC8d,ATSC1s,ATSC2s,ATSC3s,ATSC6s,ATSC1Z,ATSC2Z,ATSC0m,ATSC3m,ATSC5m,ATSC7m,ATSC8m,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC5v,ATSC6v,ATSC7v,ATSC8v,ATSC6pe,ATSC3are,ATSC1p,ATSC3p,ATSC4p,ATSC5p,ATSC6p,ATSC7p,ATSC8p,ATSC1i,ATSC3i,ATSC4i,ATSC5i,ATSC6i,ATSC7i,ATSC8i,AATSC0dv,AATSC1dv,AATSC3dv,AATSC5dv,AATSC6dv,AATSC0d,AATSC1d,AATSC1s,AATSC2s,AATSC3s,AATSC4s,AATSC5s,AATSC6s,AATSC7s,AATSC8s,AATSC1Z,AATSC2Z,AATSC7Z,AATSC8Z,AATSC3m,AATSC5m,AATSC0v,AATSC1v,AATSC3v,AATSC4v,AATSC7v,AATSC0i,AATSC2i,AATSC3i,AATSC7i,AATSC8i,MATS1c,MATS2c,MATS3c,MATS4c,MATS5c,MATS6c,MATS7c,MATS8c,MATS2dv,MATS4dv,MATS7dv,MATS8dv,MATS2d,MATS3d,MATS4d,MATS5d,MATS6d,MATS7d,MATS8d,MATS1s,MATS2s,MATS3s,MATS6s,MATS7s,MATS8s,MATS3Z,MATS4Z,MATS6Z,MATS7Z,MATS8Z,MATS5m,MATS2v,MATS8v,MATS1se,MATS2se,MATS3se,MATS4pe,MATS5pe,MATS6pe,MATS8are,MATS1p,MATS3p,MATS4p,MATS5p,MATS6p,MATS8p,MATS1i,MATS4i,MATS5i,MATS6i,GATS1c,GATS2c,GATS3c,GATS4c,GATS5c,GATS6c,GATS7c,GATS8c,GATS1dv,GATS2dv,GATS3dv,GATS4dv,GATS5dv,GATS6dv,GATS7dv,GATS1d,GATS2d,GATS3d,GATS4d,GATS5d,GATS6d,GATS7d,GATS8d,GATS1s,GATS2s,GATS3s,GATS4s,GATS5s,GATS6s,GATS7s,GATS8s,GATS1Z,GATS2Z,GATS3Z,GATS4Z,GATS5Z,GATS6Z,GATS7Z,GATS8m,GATS1v,GATS3v,GATS4v,GATS5v,GATS8v,GATS1se,GATS2se,GATS3se,GATS4se,GATS5se,GATS6se,GATS8se,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS6p,GATS7p,GATS8p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS6i,GATS8i,BCUTdv.1h,BCUTdv.1l,BCUTd.1h,BCUTs.1h,BCUTs.1l,BCUTm.1h,BCUTm.1l,BCUTv.1l,BCUTp.1h,BCUTi.1h,BCUTi.1l,BalabanJ,nBondsM,C1SP1,C2SP1,C3SP2,C1SP3,C3SP3,C4SP3,HybRatio,Xch.5d,Xch.7d,Xch.5dv,Xch.7dv,Xc.4d,Xc.6d,Xc.4dv,Xc.5dv,Xpc.6dv,NdCH2,NtCH,NdsCH,NaasC,NssssC,NsNH2,NaaNH,NtN,NdsN,NsOH,NssO,NsF,NssS,NddssS,NsI,SsCH3,SssCH2,SaaCH,SaasC,SaaaC,SssssC,SaaN,SsssN,SddsN,SaasN,SssssN,SaaO,SdsssP,SsSH,SdS,SssS,SaaS,SdssS,SsCl,SsBr,ECIndex,ETA_shape_p,ETA_beta_ns_d,AETA_eta,AETA_eta_F,fragCpx,fMF,IC0,IC1,IC2,SIC1,CIC5,MIC0,MIC1,ZMIC5,Lipinski,GhoseFilter,FilterItLogS,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA11,PEOE_VSA13,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA9,SlogP_VSA4,SlogP_VSA8,SlogP_VSA10,SlogP_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,VSA_EState1,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,MDEC.22,MDEC.23,MDEC.33,AMID_h,AMID_N,AMID_O,MPC10,piPC10,nRing,n5Ring,n6Ring,nHRing,n6HRing,n6aRing,naHRing,n5aHRing,n6aHRing,nARing,n4ARing,n5ARing,n6ARing,n7ARing,nAHRing,n3AHRing,n4AHRing,n6AHRing,n7AHRing,nG12AHRing,nFRing,n10FRing,nG12FRing,nFHRing,n9FHRing,nG12FHRing,n10FaRing,nFaHRing,n9FaHRing,n10FaHRing,nFARing,n7FARing,n10FARing,nFAHRing,n8FAHRing,n9FAHRing,n11FAHRing,n12FAHRing,RotRatio,SLogP,JGT10,Radius,TopoShapeIndex,MWC10,SRW03,SRW09,Class
3696,0.28,0.159933704,2.215454375,-0.972695021,-4.774406849,-0.052191522,2.540633839,1.645830052,1.511980625,0,1,4.822977606,3.941955038,10.1333841,6.102295112,0,0,0,0,4.936170213,2.991150442,1.887218045,1.462121212,1.386792453,0.696629213,3.345238095,2.646616541,2.496240602,2.204545455,1.966292135,2.51713948,2.210648148,1.918546366,1.908521303,1.811868687,1.91011236,21.44680851,39.17282482,32.17135551,33.73772486,30.25073373,252.7559236,162.8716787,7.174262526,7.16070683,7.195081258,5.941428571,5.794637168,1.811880073,1.530992653,1.438332379,1.290184021,1.293616707,1.131296095,1.144539383,1.118594373,161.5465898,144.9445778,155.5028079,155.0061621,159.8829458,156.3317854,162.5149618,161.2284325,163.4568144,-0.096899015,-0.029565822,-0.070063742,3.521481481,1.393580247,-36.41876543,-20.0854321,-11.09481481,-29.29432099,-74.92049383,2.037037037,2.432098765,-7.50617284,-5.728395062,-5.592592593,-10.28395062,-14.08641975,0.782414266,0.176831276,-1.87877915,1.122057613,24.24098765,5.432592593,1410.405439,-121.3863908,-421.4821171,-46.80589273,-305.0932541,-28.59110346,352.2165854,-276.157306,155.8195347,-882.114582,94.47380422,-387.1663175,-300.1071314,-0.007193926,-0.160492444,-0.649614798,-1.409389109,1.721842939,-4.146460535,0.40204961,-2.374185129,-0.839838994,-14.35704246,-12.93970224,31.6497157,-26.4268623,0.903132858,-25.9166576,3.733467063,2.723950617,1.030186499,0.012332569,-0.151018286,-0.084051627,0.513580247,0.235355923,0.016647112,0.002105134,-0.016626364,-0.016181709,-0.008894974,0.008500436,0.013813702,-0.015395724,0.515765695,0.064673721,-0.080135104,-0.720704675,-1.074215848,-3.169038474,53.54234058,-0.60832135,-2.443869964,1.171575449,-3.652512429,1.452942767,0.217234515,-0.114510639,-0.24449677,0.041949068,-0.1431361,-0.173454461,0.021399276,-0.015996505,-0.033425946,-0.011246876,0.101675753,-0.118371929,0.015390293,-0.100525062,-0.101456141,-0.309037651,0.047218407,0.04190776,-0.10989011,-0.083863505,-0.082495629,-0.188906023,-0.308178479,0.088349918,0.011172415,-0.088239804,0.045113703,0.073312381,-0.081708526,-0.033975956,-0.03980291,0.011360184,-0.0123252,-0.110848167,-0.101110452,0.078312874,-0.062978013,0.143364504,-0.182355963,-0.039608594,-0.09239988,-0.046278579,-0.001116423,-0.171735204,-0.058275389,-0.052587146,0.054584461,-0.131447711,0.012842005,-0.039786264,-0.210241584,0.163783318,-0.136755705,0.004709006,1.374185126,1.876251679,1.24794658,1.269077828,0.67864876,0.923957339,0.755693567,1.201386674,0.69499946,1.277711592,1.156282287,1.179426085,0.952717181,0.957215373,1.049776294,0.688625205,1.31456044,1.263614704,1.216743783,1.002024291,0.9375,1.095609579,1.262100259,0.978357848,0.967842583,1.015405549,1.014446425,0.95700448,0.92603378,0.93695399,1.190425553,0.969518521,1.043759901,1.047388083,1.036881281,1.060626654,0.951313991,0.977517849,1.087047444,1.078594349,1.0470745,0.951695031,1.133420458,1.011418937,1.042362349,1.837473044,1.237205313,1.262531191,0.671976649,0.910960403,1.318964945,1.144826205,0.884183256,1.059318473,0.918457113,1.149009206,0.949410916,1.062897835,0.98219177,1.399710878,0.993432036,1.150018006,0.855342187,1.108719597,0.9309452,0.934269009,5.023810616,0.994935051,3.228677735,2.269107581,1.350277504,14.02474848,11.70280655,15.59112026,1.994935265,14.54527207,10.95210655,1.704346993,12,0,0,2,2,0,0,0.368421053,0,0.24615119,0,0.078104335,0,0,0,0.098348174,2.633655312,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4.286346687,5.65024156,17.73370134,5.721776266,0,0,0,4.774600813,0,0,0,0,0,0,0,0,0,0,0,0,331,0.097087379,0,0.844697532,0.766577669,109.02,0.333333333,1.208525924,2.780741985,3.769413652,0.50633947,1.055772778,9.592206295,23.17599969,28.05839176,1,1,-4.912940894,0,0,0,36.39820241,63.16220236,17.91952896,0,0,0,0,0,32.08476651,0,0,0,11.37477255,0,0,0,25.93115606,28.92249716,0,0,72.42609997,0,0,0,17.73370134,3.448812516,2.201429044,4.286346687,21.4769147,18.98371186,3.086163688,0.203891877,0.203891877,0,100,7.040522708,3,0,2,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.173913043,3.875,0.345369897,5,0.8,11.70922389,0,5.379897354,1
2564,0.42,0.259344537,-0.02362022,-0.518368875,-0.44133733,-4.166476747,-0.497190831,0.967204152,0.1488875,0,1,4.696234784,3.848561338,7.870462324,5.75199626,0,0,0,1,5.527777778,3.694779116,2.992156863,2.68861454,1.649758454,0.99002849,3.220588235,2.473684211,2.658823529,2.617283951,1.974358974,2.821347737,2.577115105,2.206909248,2.43614137,2.347304781,2.106046217,24.75,54.67730619,60.99471607,50.71737491,46.16178919,258.9555563,153.6816565,7.643168729,7.301647152,7.44174059,6.201558824,6.062313253,1.822933047,1.529328065,1.436419026,1.187766018,1.270500656,1.445072878,1.246708842,1.249734699,162.0060494,145.7163182,157.6211504,156.3618469,161.9129595,162.6442588,155.450431,161.0426437,163.2041757,-0.24790869,-0.215062578,-0.141994725,-23.80140583,25.28421036,44.75200688,-40.51125397,-40.46226898,-42.42801601,-67.10193099,-2.541091387,1.232084155,4.435239974,-0.875082183,-9.019723866,-10.69888231,-5.538461538,-0.53285407,-3.397110874,1.058840963,-4.848117665,14.46416831,4.973701512,2064.403862,-557.5885926,113.4179984,587.1589767,-697.7187938,-100.7889999,360.6024023,-736.3903002,449.1867999,752.9245458,-860.8672566,-21.36246755,-725.0012025,0.040528402,0.340406443,-1.08110882,-3.045902816,0.526059771,5.259487601,-3.921441707,-0.338329694,-2.338519134,-15.19587427,-5.064916922,-8.1565448,21.67896028,-12.47586725,-19.57838735,-2.534849036,3.275541595,0.838371036,0.30462904,-0.476602988,-0.499534185,0.502301118,0.159237344,-0.013321352,-0.049957513,0.01275712,0.08725238,-0.080186047,-0.059853305,0.035318862,-0.087926976,0.361604208,0.073142669,1.374424721,-1.888560158,-6.717934851,1.334329393,53.12835182,-2.519724996,-8.872172291,4.728282104,-0.232200734,1.438749169,0.265653548,-0.061023095,-0.212808558,-0.032498065,-0.208989845,-0.349362799,0.225794648,0.053887719,-0.242459799,0.093340515,0.094085288,-0.174450183,-0.10685887,0.143815532,-0.140793232,-0.262637839,-0.074395596,0.029552766,0.092945715,-0.020495842,-0.221688966,-0.231518894,-0.141361257,-0.037424152,-0.140347437,0.035839036,-0.16814804,0.099222548,-0.247016414,-0.124733152,0.078478929,-0.084316838,0.122408947,-0.168198852,0.025207687,0.099814437,-0.174951545,0.010084093,-0.205983385,0.046461362,0.088769494,-0.224909837,0.005534176,-0.201361833,-0.105962291,-0.14387319,0.021709679,0.24258639,-0.189802823,-0.117540693,-0.264046621,-0.059675702,0.177269671,-0.107053443,1.259856991,1.907796266,0.996040909,1.016698452,1.79926835,0.801597942,0.597540421,0.981564415,0.711620741,1.34488419,0.958852294,0.894888366,1.403226862,1.041603546,1.028613366,0.872905759,1.369263936,1.075064657,0.918848168,0.981305821,1.125557495,1.23345379,0.945026178,0.948274671,1.288044572,1.12791366,0.908557156,1.742125016,1.057508321,0.574318556,1.07892797,0.660599895,0.800147076,1.057545324,0.785115353,0.716686759,0.913314943,0.710261613,1.314694551,1.02561795,1.124710072,0.879260228,0.748293205,1.151924879,0.78331127,1.455694628,1.13347591,1.126738525,1.708302575,0.608730437,0.97138267,1.075014007,0.757221954,1.114074191,0.927394178,0.644155811,1.150406633,0.964727767,1.111736633,1.451745926,0.936481557,1.077052027,0.97005328,0.809519822,1.169342418,1.004859556,6.005855994,0.773998026,3.168080776,3.509649753,1.270473739,35.45051719,11.70445275,14.70681782,2.207783143,14.54824087,10.9530074,1.876626237,12,0,0,1,2,0,0,0.3125,0,0.190371421,0,0.06187893,0,0,0,0.034856371,1.239565332,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4.058381301,1.521617755,15.36531756,2.696525075,0,0,4.404054233,2.094586693,0,0,0,0,0,0,0,0,0,0,5.945168056,0,315,0.174081238,0.5,0.720881732,0.842525292,61.04,0.333333333,1.523591379,3.139114212,4.22998531,0.593921538,0.551532692,16.89458834,31.13736142,23.89799471,1,1,-4.649522708,0,0,0,29.8000411,43.92426373,17.76423329,12.30080996,0,0,0,0,27.24698234,0,0,0,0,0,6.103966388,6.606881965,22.82476921,0,6.196843572,56.55991344,9.883888252,16.33780284,0,6.017667234,13.58004232,1.626401784,1.521617755,4.058381301,12.00249037,14.05698669,2.701599969,0.391477336,0.201301869,0.102048385,32,6.13397407,2,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,3.4026,0.385937742,5,1,11.2505862,0,0,0
5284583,0,-1.028813901,-0.087173459,-0.049248383,-1.644425735,0.891851548,0.821416095,-1.154337315,0.597895687,0,0,4.587792461,3.148267161,3.775261484,3.995697854,0,0,0,0,5.423076923,2.571428571,1.694915254,0,0,2.464275297,2.979166667,2.172413793,1.627118644,1.196078431,2.111114828,3.098290598,2.982060185,3.479885057,4.296610169,2.470588235,3.133173746,21.76923077,37.152943,7.754978824,1.016064,46.09929941,230.0528341,150.3888897,7.815578644,6.718464,7.65338587,6.158270833,6.150601587,1.59959832,1.297752722,1.076804741,1.101152859,0.957516412,0.666806493,0.444612905,1.060334156,169.0994105,152.1091897,160.3381061,167.7453858,166.235486,167.9492608,177.2345555,184.917652,167.0264978,0.139310741,0.197759302,0,25.76331361,-35.04142012,-66.0295858,-41.89349112,-17.75147929,47.33727811,0,-0.00591716,-9.118343195,-10.26035503,-4.50887574,6.24852071,4.26035503,0,-3.205128205,15.97912558,-14.68885602,-27.39250493,-0.153846154,31.84023669,958.3534662,-42.15840914,-535.7787674,613.5252076,0,-28.12717039,-105.4750871,9.634635744,-203.3285737,-884.2703654,-132.506625,741.8591547,0,-1.543966864,-0.353601183,-0.340176614,0.077040367,-0.66276241,-3.521482212,0.344641821,2.483760741,0,-6.850422974,7.856617569,-2.496997705,-16.80412405,2.666709997,8.344944574,0,3.940828402,1.399408284,-0.556213018,-0.710059172,-0.348068221,0.556213018,0.236686391,-0.123274162,0.332898449,-0.233156445,-0.447091297,0.140947637,-0.53710794,0.63182117,-0.044407722,-0.00591716,0.663338264,6.443786982,-0.25431922,-0.669181097,-9.080996058,46.32415625,-1.081814246,0.152930726,-3.505665064,37.09295773,1.332251941,-0.209083388,0.124708215,0.417247229,-0.007003045,-0.706549849,0.128365165,0.128876399,-0.24388739,0.14824796,-0.11306015,0.112723081,-0.00229815,0.136198699,-0.288883711,0.600600601,-0.011763959,-0.000221631,-0.260216143,-0.318048423,-0.137396322,0.220275344,0.382978723,0.005204113,-0.046740621,0.126221748,-0.088403578,-0.203649801,0.239561261,-0.023157258,-0.018743668,-0.158971806,-0.176023601,0.827507599,0.003099104,-0.246366196,-0.047435244,0.013560828,-0.074375638,0.177441247,-0.046087567,-0.241681277,-0.055185553,-0.218446636,-0.01235842,-0.064988608,0.006074128,-0.056759165,-0.296469222,0.033566335,0.00532022,-0.197768754,-0.032314972,-0.213785136,0.039248155,1.781543617,0.870481646,0.925799311,1.390599915,0.90272357,0.82178761,0.137236827,0.943984341,0.431681682,0.772647648,1.225779351,1.396655276,1.172411819,0.966407584,0,0.930851064,1.368572695,1.550363053,1.400862069,0.805760909,0.169482687,0,0.845633619,0.607628069,0.438420531,1.040121011,1.379909377,1.28451544,1.309974632,0,1.053371732,0.911854103,0.833491641,0.995681961,1.163481946,1.243173974,1.131902229,0,1.028486026,1.22568497,0.957321922,1.039892084,1.247783879,0.964074088,0.701975317,0.512039773,1.051398151,1.418928833,1.198534319,1.23375004,1.000164567,1.401496404,1.244116087,0.958473515,1.041909908,1.223659972,0.70260739,0,0.942698912,1.684190882,1.381954856,0.916373799,1.057412865,1.134423123,0.566367534,0.888069436,6.023179916,0.987990945,3.177925039,7.009353343,1.251314952,16.01117833,11.841268,14.70177638,1.863779672,14.54360199,11.09050992,2.522959651,2,0,0,0,2,0,0,0.75,0.11785113,0.155437614,0.079056942,0.073730534,0,0,0,0.080143749,1.161528225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.86212963,2.70212963,0,0,0,0,0,1.585648148,0,0,0,0,0,0,0,0,0,0,0,0,98,0.286585366,0,0.804719286,0.536833747,12.04,0.192307692,1.573402452,2.738149333,3.825251737,0.582530465,0.567495673,15.3102251,25.94805919,18.20703181,1,1,-0.638964914,0,0,0,6.9237372,12.84164325,12.96557803,0,0,0,0,5.733667477,6.544756406,0,0,0,0,0,11.94902056,19.38639965,6.420821623,0,4.899909731,6.9237372,0,5.733667477,9.589074368,0,-0.388888889,2.021296296,2.542962963,0,2.803965796,5.241482788,1.650963624,0.611174383,0.32289991,0.288274473,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,-0.1273,0.461111111,3,0.666666667,10.80780691,0,6.555356892,1
3518,0,-0.259767903,-0.359913049,1.105794173,-0.695401914,-0.246108694,0.444783887,1.049762229,-0.263462849,0,4,4.289252047,3.420902353,4.632821899,4.50869573,0,0,0,0,3.111111111,1.117021277,0.787878788,0.927536232,1.063829787,0.680851064,2.47761194,1.951456311,1.696969697,1.797101449,1.574468085,2.516203704,2.263681592,1.67394822,1.664141414,1.752415459,2.195035461,18.94444444,20.48057884,25.87630413,32.02241436,23.91517713,211.8004104,116.3428073,7.158447232,7.506053362,7.344526723,5.94771194,5.738924468,1.537749633,1.230896094,1.077458773,1.006225061,0.85200061,0.856221043,0.993968754,0.845242826,171.6970044,154.9983099,163.3529469,168.1567048,166.5175938,173.092411,174.6443233,172.6073723,176.4609059,0.398024899,0.218554797,0.054669742,-17.45987654,-26.70987654,-2.12654321,19.41666667,3.657407407,-27.46604938,-12.74382716,-4.75617284,-2.00617284,-1.700617284,0.638888889,-1.231481481,-1.891975309,-0.614197531,-2.550154321,13.0567344,-4.746699246,2.680491255,0.611111111,-40.90432099,1157.322075,-281.4711993,119.7057311,-323.2917366,-65.22095182,-40.05693187,-434.0951119,-118.841321,-619.9493635,55.10838947,542.4526288,-367.8269532,-29.81228031,0.528610185,-0.8487,-0.411541108,0.250264723,-2.967226815,0.159246643,1.834204976,-1.397583372,-0.118928821,-10.46232183,14.93331488,-21.2432671,6.216280375,-4.759787125,-9.228287672,-5.110202043,2.219135802,0.50154321,-0.284147623,0.196127946,0.053005904,0.348765432,0.055555556,-0.07083762,0.194876633,-0.0504968,-0.003247275,0.026053358,0.038847699,-0.180200307,-0.127632669,0.016975309,-0.610512254,-1.44726819,-0.299514053,-2.994374461,1.209148799,45.80355975,-1.112692552,-1.264269372,-6.018925859,-7.826105388,1.318264971,0.04965242,0.158865052,-0.196346546,-0.108727703,-0.717144529,0.35417144,-0.243733839,0.002447261,0.131614351,-0.082229655,-0.087047411,0.069346934,-0.117430926,-0.009303644,-0.263338561,-0.122185068,-0.203539823,-0.061193749,-0.047340837,0.01850362,-0.051173528,-0.115420825,-0.037469403,-0.12674976,0.348692778,-0.09035393,0.069510192,-0.322432427,-0.228373146,-0.094713592,-0.087842448,0.185716283,-0.21539499,-0.044576276,0.037612137,-0.141452576,-0.013848352,-0.109217863,0.161537941,-0.104194453,-0.035866196,0.094340986,0.100648762,-0.140808344,-0.059043658,0.013751001,-0.148790792,0.008308022,0.137297083,-0.013069284,-0.220456477,-0.156452091,0.047631328,-0.052328192,1.91358256,0.614170204,1.037540101,0.604401173,0.516033567,0.908279228,1.604806719,1.556204742,0.894471488,1.386253711,1.211789424,0.79540084,0.770008851,1.085747113,1.421522209,1.161504425,1.581032889,1.126906421,0.960778417,0.760257442,1.090804155,1.126906421,0.919318396,1.35704698,0.360973655,0.822761674,0.584791816,0.655033557,0.684913919,2.222304727,2.013594174,1.207797428,1.179152469,1.100602039,1.014266538,0.84916691,0.727666713,1.288397072,1.016160853,1.36430357,1.056894765,1.165204291,0.885308415,0.859293896,1.272232644,0.929306881,1.099908867,0.703887289,0.674519148,0.906810937,1.399143215,1.474392464,1.311814004,1.028879722,1.212610497,0.880832706,0.711498967,1.067285651,0.814828397,1.812313429,1.237328635,0.952292216,1.155615293,0.764063633,0.848558568,0.919747046,5.042243139,1.815602393,3.050511158,4.011549815,1.313208377,14.0438042,11.82636064,15.58556133,1.862396224,14.55755787,11.07594246,2.075053443,1,0,0,0,4,0,0,0.9,0,0,0,0,0,0,0,0,0.503689241,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,10.94761981,0,0,0,0,0,2.463888889,0,0,0,0,0,0,0,0,0,0,0,0,195,0.121212121,0,0.951597998,0.356489576,14.04,0.222222222,1.299736764,2.352614501,3.239815461,0.455057762,1.277777778,11.53676021,19.91602894,24.06566529,1,1,-1.352174094,0,0,0,19.26246487,25.93115606,6.544756406,6.544756406,5.959554569,0,0,16.45973969,26.17902562,0,0,0,0,0,5.959554569,0,13.08951281,45.19362093,0,0,9.892314463,11.46733495,0,0,0,6.794618108,4.153001701,0,14.45250841,1.783976772,7.263059109,0.539068565,0.539068565,0,8,2.708050201,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0.5259,0.296838085,5,0.8,10.11476093,0,0,0
3305,0,0.949690846,1.385802505,-1.981333187,-6.460598333,-1.823418396,-0.267280648,1.615378689,1.68533104,4,0,4.898979486,2.984808459,2.795793176,3.521321303,0,0,0,0,2.567901235,4.994708995,0,0,2.68795887,2.464275297,3.379310345,1.24,1,1,2.111114828,3.256944444,10.82178422,11.02493827,3.285714286,1,3.133173746,57.88888889,7.492176,1.016064,52.03402218,46.09929941,257.8966041,108.0611684,7.898194286,7.688202364,7.65338587,7.529710345,7.564666667,2.207470714,2.063037045,1.432777669,0.742428315,0.483250797,0.444612905,1.11038248,1.060334156,171.106856,153.2468264,157.0868462,162.6923412,179.2342079,185.0319197,184.917652,165.8677503,167.0264978,0.328428313,-0.535763941,0,97.24605862,-63.59098526,-54.33630861,-1.061523204,20.59355015,0,0,-12.91412742,-16.15512465,5.534626039,6.282548476,0.897506925,0,0,-72.41613163,71.70339808,-27.69446482,15.06539408,84.7700831,67.2465374,1773.131753,-1380.841938,939.3103895,0,0,189.0943399,130.9185176,-815.0880103,-698.3794931,584.8974211,192.07221,0,0,0.97074349,-1.510876454,-2.164720778,-14.25568503,0.763337687,5.356898805,0.873590693,0,0,0.818560078,-26.01973047,4.209246225,9.117501718,1.28346074,0,0,6.147258986,-3.180541781,-1.514071078,-0.037911543,5.148387538,1.1966759,0.27700831,-4.023118424,2.472530968,-0.659392019,-0.63270566,-0.669556056,3.76634852,-0.052752718,-0.044407722,4.709449061,2.318846117,-0.046014814,-0.25431922,-32.87718899,33.54679963,43.84052787,10.50524111,-19.40685739,-13.96758986,-0.572186472,1.274004809,-0.052140827,-0.619517392,-0.01413869,-0.007003045,-0.778114417,0.169963762,-0.026286819,0.115735508,-0.28716347,0.733739647,-0.014996924,-0.00229815,0.545497168,-0.176782233,-0.042881446,-0.011763959,-0.372126437,-0.321428571,0.0925,0.1875,0.1875,-0.017890744,0.005204113,-0.599761959,0.368602129,-0.098301419,0.561482991,-0.037717698,-0.023157258,-0.349325192,-0.327369997,1.030356657,-0.021031295,0.003099104,0.359470858,0.102973934,0.013560828,-0.598490673,0.393491095,-0.104190915,-0.16613963,-0.056763942,0.720770053,-0.01235842,-0.146921092,-0.414661359,0.018650972,0.233727696,0.266810412,0.00532022,0.035694967,0.066078969,0.255591705,0.251855553,1.859135335,0.904916138,1.115700013,0.759425484,0.945082901,0,0.975788902,0.943984341,1.284375139,0.3643848,1.175593516,1.228636788,0.946690043,0,1.033796779,1.583333333,2.211206897,1.526785714,0.285,0,0,0.888524713,0.845633619,1.458530399,0.606163719,1.107888214,1.1268878,0.867571785,0,1.06397563,1.053371732,1.008712224,0.940751242,1.413305589,1.050302205,0.488837463,0,1.043607688,1.028486026,1.034511795,1.456240521,1.006758654,0.386410065,0.964074088,1.464875509,0.541499896,1.101198924,1.158797933,0.883517586,0,1.000164567,1.913936474,1.358924854,1.763397213,0.459013851,0.00453383,0,0.959225302,0.942698912,1.693604342,1.542619887,1.74385783,0.450708021,6.13E-05,0,0.888069436,6.009272248,0.537107265,4.157237252,7.007719384,0.281024476,30.9804355,11.89901893,14.70229246,3.66532218,13.64503649,10.4411077,4.748408578,2,0,0,0,2,0,0,1,0,0,0,0,0.625,1.75,0.512036747,1.811291756,3.079723828,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0.383487654,0,0,0,0,-3.291666667,0,0,0,0,0,0,-10.39544753,0,0,0,0,0,0,0,62,0.53125,0,0.830897187,0.794102813,10.09,0,1.739954647,2.75505762,2.945038698,0.648565121,1.302888816,23.71692958,33.51338514,38.72021348,1,0,2.516661001,0,0,0,0,6.9237372,0,0,0,5.08322762,0,0,0,0,0,0,0,0,0,6.9237372,0,0,0,0,0,24.68017381,9.13009657,20.50375,0,0,0.383487654,-10.39544753,10.07844662,14.6617469,7.263059109,1.438920455,0,1.061079545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.9922,0.847685185,2,1,11.15606479,0,0,0
